CustomerID,Gender,SeniorCitizen,Partner,Dependents,AgeGroup,City,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCallsLast6Months,Churn
CUST-101014,Male,1,Yes,Yes,26-35,Pune,41,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Electronic Check,69.81,2904.12,0,No
CUST-101015,Female,1,Yes,No,36-45,Delhi,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Electronic Check,98.77,1019.65,0,No
CUST-101016,Female,0,No,No,26-35,Bangalore,30,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,61.35,1803.24,1,No
CUST-101017,Male,0,No,No,18-25,Delhi,12,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,91.41,1092.64,1,No
CUST-101018,Female,0,Yes,Yes,65+,Mumbai,6,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,74.44,521.14,2,Yes
CUST-101019,Male,0,No,Yes,18-25,Kolkata,10,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,33.02,356.24,1,No
CUST-101020,Male,0,Yes,No,26-35,Mumbai,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer (Auto),83.44,98.99,0,Yes
CUST-101021,Male,0,Yes,Yes,26-35,Mumbai,9,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card (Auto),102.06,986.12,0,No
CUST-101022,Female,0,Yes,Yes,26-35,Bangalore,14,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,No,Bank Transfer (Auto),69.22,955.87,2,No
CUST-101023,Female,0,Yes,No,18-25,Bangalore,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-Month,No,Electronic Check,100.5,7335.91,3,Yes
CUST-101024,Female,0,No,No,18-25,Mumbai,9,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-Month,No,Electronic Check,83.54,777.04,1,Yes
CUST-101025,Female,0,Yes,No,56-65,Pune,55,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),84.56,4657.48,2,No
CUST-101026,Female,1,Yes,No,46-55,Mumbai,6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,73.72,352.48,0,No
CUST-101027,Male,0,No,Yes,18-25,Mumbai,5,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,54.84,323.0,1,No
CUST-101028,Male,1,No,No,18-25,Mumbai,17,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,100.09,1728.4,0,Yes
CUST-101029,Male,0,No,Yes,18-25,Chennai,26,Yes,Yes,DSL,No,No,No,No,No,Yes,One Year,Yes,Electronic Check,68.74,1776.11,3,No
CUST-101030,Male,0,No,No,46-55,Delhi,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer (Auto),56.85,31.6,3,No
CUST-101031,Female,0,Yes,No,18-25,Hyderabad,5,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,105.23,626.82,0,No
CUST-101032,Male,0,No,No,18-25,Delhi,14,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card (Auto),47.17,620.54,0,No
CUST-101033,Female,0,No,No,36-45,Kolkata,9,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,No,Bank Transfer (Auto),75.89,700.45,2,No
CUST-101034,Male,0,No,No,36-45,Delhi,29,No,No Phone Service,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,No,Electronic Check,85.18,2471.95,1,Yes
CUST-101035,Female,0,Yes,Yes,26-35,Bangalore,17,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,30.03,544.93,0,No
CUST-101036,Female,0,Yes,No,18-25,Hyderabad,4,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Transfer (Auto),114.3,361.08,1,No
CUST-101037,Male,0,No,No,36-45,Kolkata,53,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Auto),92.68,4945.67,3,No
CUST-101038,Male,0,Yes,No,18-25,Delhi,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,70.68,645.43,1,No
CUST-101039,Male,0,No,No,26-35,Chennai,31,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,105.52,3176.01,3,No
CUST-101040,Male,0,No,No,18-25,Mumbai,36,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,101.17,3594.7,1,No
CUST-101041,Female,0,No,No,26-35,Pune,72,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Electronic Check,69.43,5027.22,4,No
CUST-101042,Male,0,No,Yes,18-25,Hyderabad,16,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card (Auto),92.32,1470.43,3,Yes
CUST-101043,Male,0,No,No,18-25,Ahmedabad,22,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,No,Electronic Check,77.53,1739.64,0,Yes
CUST-101044,Female,1,Yes,Yes,36-45,Pune,9,Yes,No,DSL,No,No,No,No,No,Yes,Two Year,Yes,Electronic Check,70.55,672.17,2,No
CUST-101045,Male,0,No,No,46-55,Bangalore,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,74.59,2025.19,1,Yes
CUST-101046,Male,0,No,No,46-55,Bangalore,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One Year,Yes,Credit Card (Auto),70.57,1076.12,1,No
CUST-101047,Male,0,Yes,No,26-35,Mumbai,13,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Auto),72.94,985.84,1,No
CUST-101048,Male,0,Yes,No,46-55,Kolkata,46,No,No Phone Service,Fiber Optic,No,Yes,No,No,No,No,Two Year,Yes,Credit Card (Auto),95.9,4345.12,1,No
CUST-101049,Male,0,Yes,Yes,26-35,Pune,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card (Auto),67.37,102.41,2,No
CUST-101050,Female,0,No,No,18-25,Hyderabad,51,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card (Auto),116.89,5959.76,2,No
CUST-101051,Male,0,Yes,No,36-45,Bangalore,45,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer (Auto),109.58,4958.48,2,No
CUST-101052,Male,0,No,No,18-25,Pune,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,64.64,1092.65,1,Yes
CUST-101053,Male,0,Yes,Yes,18-25,Chennai,16,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Electronic Check,94.38,1590.85,0,Yes
CUST-101054,Male,0,Yes,No,36-45,Delhi,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Transfer (Auto),78.91,793.31,1,No
CUST-101055,Male,0,No,No,26-35,Delhi,72,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,One Year,No,Mailed Check,93.07,6742.96,1,No
CUST-101056,Female,0,Yes,Yes,18-25,Chennai,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Transfer (Auto),78.91,103.81,0,No
CUST-101057,Male,0,No,No,56-65,Chennai,21,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,86.18,1786.6,2,Yes
CUST-101058,Female,0,No,Yes,18-25,Mumbai,27,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer (Auto),44.99,1186.6,2,No
CUST-101059,Female,0,No,No,18-25,Kolkata,65,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,95.04,6229.31,0,No
CUST-101060,Male,0,Yes,Yes,36-45,Hyderabad,36,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,Yes,Electronic Check,76.57,2842.88,1,No
CUST-101061,Male,0,No,No,46-55,Delhi,24,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Auto),44.42,1225.54,1,No
CUST-101062,Male,0,No,No,26-35,Hyderabad,2,No,No Phone Service,DSL,No,No,No,No,No,No,Month-to-Month,No,Electronic Check,55.35,153.76,1,Yes
CUST-101063,Male,0,No,No,26-35,Kolkata,11,Yes,No,DSL,Yes,No,No,No,No,No,Two Year,No,Bank Transfer (Auto),60.57,722.48,2,No
CUST-101064,Female,0,No,No,36-45,Mumbai,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),69.78,122.82,1,No
CUST-101065,Male,0,No,No,36-45,Delhi,51,Yes,No,DSL,Yes,No,No,No,No,Yes,One Year,No,Credit Card (Auto),82.57,4121.67,1,No
CUST-101066,Male,0,No,Yes,65+,Hyderabad,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Auto),37.74,1201.98,1,Yes
CUST-101067,Male,0,No,No,26-35,Mumbai,34,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,83.46,2774.93,1,Yes
CUST-101068,Male,0,Yes,No,18-25,Delhi,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Auto),47.64,1216.59,1,No
CUST-101069,Male,1,Yes,No,18-25,Delhi,16,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,72.35,1244.4,1,No
CUST-101070,Male,0,Yes,Yes,18-25,Kolkata,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,57.68,173.64,0,No
CUST-101071,Female,0,Yes,Yes,36-45,Hyderabad,9,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Bank Transfer (Auto),89.77,775.14,4,No
CUST-101072,Female,1,Yes,No,18-25,Chennai,3,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Auto),31.24,108.99,1,No
CUST-101073,Male,1,Yes,No,26-35,Mumbai,30,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,103.55,3070.54,7,No
CUST-101074,Male,1,No,No,18-25,Bangalore,4,No,No Phone Service,DSL,No,Yes,No,No,Yes,Yes,Two Year,No,Electronic Check,88.86,328.28,2,Yes
CUST-101075,Male,0,Yes,No,26-35,Bangalore,29,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,Yes,Credit Card (Auto),83.4,2408.85,0,No
CUST-101076,Female,0,No,No,26-35,Kolkata,28,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,79.14,2235.32,2,No
CUST-101077,Male,0,Yes,No,56-65,Delhi,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card (Auto),79.07,1023.64,1,No
CUST-101078,Female,0,Yes,No,18-25,Mumbai,3,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,One Year,Yes,Bank Transfer (Auto),92.17,175.03,0,No
CUST-101079,Male,0,Yes,No,26-35,Kolkata,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Mailed Check,85.97,730.75,2,No
CUST-101080,Male,0,Yes,Yes,26-35,Delhi,9,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,89.99,836.03,0,Yes
CUST-101081,Male,0,No,Yes,18-25,Chennai,28,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two Year,Yes,Electronic Check,91.85,2508.54,3,No
CUST-101082,Male,0,No,Yes,18-25,Mumbai,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card (Auto),93.75,279.21,4,No
CUST-101083,Female,1,Yes,No,18-25,Chennai,42,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card (Auto),90.83,3857.46,2,No
CUST-101084,Female,0,Yes,Yes,18-25,Bangalore,34,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One Year,Yes,Bank Transfer (Auto),79.52,2737.14,1,No
CUST-101085,Male,0,Yes,Yes,18-25,Ahmedabad,4,No,No Phone Service,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,76.64,349.32,1,No
CUST-101086,Male,0,No,No,26-35,Delhi,30,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Transfer (Auto),98.16,2966.13,3,No
CUST-101087,Female,0,No,Yes,18-25,Mumbai,26,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,59.22,1565.07,1,No
CUST-101088,Female,0,No,Yes,18-25,Hyderabad,33,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Transfer (Auto),89.5,3015.6,1,No
CUST-101089,Female,0,No,Yes,18-25,Ahmedabad,5,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,88.03,490.15,1,No
CUST-101090,Female,1,No,Yes,18-25,Delhi,4,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card (Auto),102.16,423.66,2,Yes
CUST-101091,Male,0,Yes,No,18-25,Kolkata,6,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Transfer (Auto),89.83,635.16,2,No
CUST-101092,Female,0,Yes,No,36-45,Bangalore,10,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,104.98,1053.67,0,No
CUST-101093,Male,0,No,No,18-25,Mumbai,37,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card (Auto),98.41,3618.42,0,No
CUST-101094,Female,0,No,No,18-25,Hyderabad,32,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,81.29,2527.12,1,No
CUST-101095,Female,0,No,No,18-25,Hyderabad,62,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One Year,No,Electronic Check,75.1,4620.08,2,No
CUST-101096,Female,0,No,No,36-45,Kolkata,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,107.72,167.84,2,Yes
CUST-101097,Female,0,Yes,Yes,18-25,Mumbai,0,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Auto),109.61,0.0,1,No
CUST-101098,Female,0,No,Yes,18-25,Chennai,28,No,No Phone Service,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card (Auto),62.8,1782.37,1,No
CUST-101099,Male,0,No,No,,Chennai,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card (Auto),40.21,285.51,0,No
CUST-101100,Male,0,Yes,Yes,26-35,Ahmedabad,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer (Auto),39.48,295.18,1,Yes
CUST-101101,Female,0,No,Yes,26-35,Bangalore,18,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,62.59,1112.22,1,Yes
CUST-101102,Female,0,No,No,46-55,Mumbai,2,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,41.48,41.26,0,No
CUST-101103,Male,0,Yes,No,18-25,Bangalore,24,No,No Phone Service,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,92.86,2206.89,3,No
CUST-101104,Female,0,Yes,Yes,36-45,Bangalore,9,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card (Auto),89.57,761.75,1,Yes
CUST-101105,Female,0,Yes,Yes,26-35,Bangalore,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card (Auto),75.29,1831.06,0,No
CUST-101106,Male,0,No,No,18-25,Chennai,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,No,Electronic Check,73.1,3183.92,1,No
CUST-101107,Female,0,Yes,No,18-25,Delhi,4,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Auto),47.63,192.27,1,No
CUST-101108,Female,1,No,Yes,26-35,Delhi,64,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Auto),101.9,6422.12,2,No
CUST-101109,Male,1,No,No,18-25,Bangalore,18,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Electronic Check,73.02,1246.73,3,Yes
CUST-101110,Male,0,Yes,No,18-25,Pune,61,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-Month,No,Bank Transfer (Auto),76.23,4682.33,1,No
CUST-101111,Male,0,No,No,56-65,Kolkata,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One Year,Yes,Credit Card (Auto),91.54,419.92,1,No
CUST-101112,Female,0,No,No,18-25,Chennai,22,Yes,No,DSL,No,Yes,No,No,No,No,One Year,Yes,Electronic Check,71.8,1541.87,1,No
CUST-101113,Male,0,Yes,Yes,26-35,Bangalore,12,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card (Auto),74.65,899.25,3,No
CUST-101114,Male,0,Yes,No,36-45,Pune,35,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,32.22,1088.35,1,No
CUST-101115,Male,0,No,No,26-35,Delhi,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two Year,Yes,Electronic Check,54.91,1101.95,1,No
CUST-101116,Male,0,No,Yes,65+,Pune,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-Month,No,Electronic Check,74.73,1149.46,1,Yes
CUST-101117,Male,1,Yes,No,26-35,Hyderabad,58,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card (Auto),98.04,5666.13,1,No
CUST-101118,Male,0,Yes,Yes,26-35,Delhi,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,No,Mailed Check,75.17,799.13,1,No
CUST-101119,Female,0,Yes,Yes,26-35,Chennai,5,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card (Auto),89.85,484.31,1,No
CUST-101120,Female,0,No,No,65+,Bangalore,22,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Transfer (Auto),114.02,2512.88,2,No
CUST-101121,Male,0,Yes,Yes,18-25,Chennai,23,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,97.31,2239.03,2,No
CUST-101122,Male,0,No,No,36-45,Chennai,13,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card (Auto),82.61,1131.77,1,Yes
CUST-101123,Male,1,No,No,18-25,Bangalore,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,58.22,853.52,2,Yes
CUST-101124,Female,0,Yes,No,26-35,Ahmedabad,72,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card (Auto),89.26,6504.95,2,Yes
CUST-101125,Female,0,No,No,26-35,Bangalore,31,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,42.4,1396.97,2,No
CUST-101126,Female,0,Yes,No,26-35,Ahmedabad,2,Yes,No,Fiber Optic,No,No,Yes,No,No,No,One Year,Yes,Bank Transfer (Auto),89.23,172.68,2,Yes
CUST-101127,Female,1,No,Yes,26-35,Delhi,5,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Auto),100.46,482.66,2,No
CUST-101128,Female,0,Yes,No,36-45,Delhi,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card (Auto),40.67,2995.38,1,No
CUST-101129,Female,0,No,No,26-35,Chennai,31,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,78.73,2427.44,1,No
CUST-101130,Female,0,No,Yes,46-55,Hyderabad,59,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Transfer (Auto),107.83,6379.64,0,No
CUST-101131,Female,0,Yes,Yes,46-55,Hyderabad,8,No,No Phone Service,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,93.58,762.55,2,No
CUST-101132,Female,0,Yes,Yes,18-25,Ahmedabad,32,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,64.74,2096.14,0,No
CUST-101133,Male,0,Yes,No,36-45,Mumbai,30,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,45.56,1311.8,3,No
CUST-101134,Male,0,Yes,No,26-35,Bangalore,8,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,No,Electronic Check,84.82,700.55,1,Yes
CUST-101135,Male,0,No,No,18-25,Delhi,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card (Auto),72.83,1339.66,1,No
CUST-101136,Male,1,No,No,18-25,Bangalore,23,Yes,No,DSL,No,No,No,No,Yes,No,Two Year,Yes,Bank Transfer (Auto),70.63,1594.54,1,No
CUST-101137,Female,0,Yes,No,18-25,Ahmedabad,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,37.17,603.98,2,No
CUST-101138,Female,0,No,No,18-25,Pune,42,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card (Auto),81.56,3400.35,2,No
CUST-101139,Male,0,No,No,26-35,Delhi,42,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,39.87,1642.64,2,No
CUST-101140,Female,0,No,No,18-25,Pune,45,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer (Auto),105.69,4766.24,1,No
CUST-101141,Male,1,Yes,No,18-25,Hyderabad,39,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card (Auto),95.64,3797.29,1,No
CUST-101142,Female,0,Yes,No,46-55,Bangalore,16,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Auto),90.95,1575.45,2,Yes
CUST-101143,Male,0,Yes,No,18-25,Bangalore,11,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,71.42,842.74,0,No
CUST-101144,Female,0,No,No,18-25,Chennai,42,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Transfer (Auto),66.75,2859.96,1,No
CUST-101145,Female,0,Yes,No,36-45,Bangalore,16,Yes,No,DSL,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,58.06,927.77,1,Yes
CUST-101146,Male,0,Yes,No,18-25,Hyderabad,6,Yes,No,DSL,No,No,No,No,Yes,Yes,One Year,Yes,Credit Card (Auto),87.4,652.38,3,No
CUST-101147,Female,0,Yes,No,18-25,Pune,16,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer (Auto),67.0,1081.93,0,No
CUST-101148,Male,0,No,No,56-65,Ahmedabad,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Transfer (Auto),71.62,213.08,3,No
CUST-101149,Male,1,Yes,No,18-25,Bangalore,28,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,No,Electronic Check,106.13,2990.77,1,Yes
CUST-101150,Male,0,Yes,No,26-35,Bangalore,9,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Two Year,No,Bank Transfer (Auto),108.43,989.09,2,No
CUST-101151,Male,0,Yes,Yes,26-35,Kolkata,7,No,No Phone Service,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Bank Transfer (Auto),98.32,622.55,1,Yes
CUST-101152,Female,0,Yes,Yes,18-25,Mumbai,72,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,No,Bank Transfer (Auto),94.39,6761.22,1,No
CUST-101153,Female,0,No,No,36-45,Pune,36,No,No Phone Service,DSL,No,Yes,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Auto),91.78,3323.11,2,No
CUST-101154,Female,0,Yes,No,26-35,Bangalore,37,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Auto),82.92,3028.57,3,No
CUST-101155,Male,0,Yes,No,18-25,Bangalore,23,Yes,Yes,DSL,No,No,No,Yes,No,No,Two Year,Yes,Credit Card (Auto),60.21,1417.21,1,No
CUST-101156,Female,0,No,No,26-35,Delhi,43,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,99.47,4279.01,2,No
CUST-101157,Male,0,Yes,No,56-65,Mumbai,34,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card (Auto),84.24,2911.0,0,No
CUST-101158,Female,0,Yes,Yes,26-35,Pune,21,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,106.85,2237.66,0,No
CUST-101159,Female,1,No,Yes,18-25,Kolkata,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer (Auto),46.79,3392.97,0,No
